bl,var_short,jahr,quartal,monat,wert,name_de,name_en,description_de,description_en,type,BL_long,BL_eng
K,GLPEW1,2022,4,10,11.5098,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEW1,2023,1,1,9.2199,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEW1,2023,2,4,4.8619,Bau – Geschäftslage zur Zeit,Construction – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2019,1,1,-7.8209,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2019,2,4,-13.307,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2019,3,7,-10.5293,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2019,4,10,-13.4085,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2020,1,1,-6.575,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2020,2,4,-46.5369,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2020,3,7,-24.8177,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2020,4,10,-14.6407,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2021,1,1,-11.1557,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2021,2,4,7.0371,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2021,3,7,4.8863,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2021,4,10,-1.6403,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2022,1,1,7.4582,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2022,2,4,7.7835,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2022,3,7,-9.0493,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2022,4,10,-29.1785,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2023,1,1,-24.8323,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPEWS,2023,2,4,-11.1955,Sachgütererzeugung – Geschäftslageerwartungen in den n. 6 Monaten,Manufacturing – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2019,1,1,5.7818,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2019,2,4,-8.6515,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2019,3,7,-6.9677,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2019,4,10,-16.013,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2020,1,1,-21.0045,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2020,2,4,-55.0375,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2020,3,7,-52.5424,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2020,4,10,-36.6111,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2021,1,1,-38.1784,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2021,2,4,-13.9981,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2021,3,7,8.2718,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2021,4,10,6.0187,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2022,1,1,3.8114,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2022,2,4,18.751,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2022,3,7,8.516,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2022,4,10,-6.2077,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2023,1,1,-12.4823,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,GLPS,2023,2,4,-19.3781,Sachgütererzeugung – Geschäftslage zur Zeit,Manufacturing – current business situation,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Kärnten,Carinthia
K,alq,2019,1,1,9.5250128490663,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2019,2,4,6.48993246228618,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2019,3,7,7.37822742122458,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2019,4,10,11.3616169174323,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2020,1,1,15.9345616563119,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2020,2,4,9.91931916327863,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2020,3,7,8.32426596489452,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2020,4,10,13.9857728509214,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2021,1,1,10.665648086107,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2021,2,4,6.4484538024031,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2021,3,7,6.17641009280986,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2021,4,10,10.3203784861405,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2022,1,1,7.43774225527696,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2022,2,4,5.23052371730403,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2022,3,7,5.7165469124232,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2022,4,10,9.64114409029985,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2023,1,1,7.37420400993193,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,alq,2023,2,4,,Arbeitslosenquote,Unemployment rate,In %,In %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2019,1,1,2.65911983552287,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2019,2,4,2.40175316107594,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2019,3,7,0.894154468596975,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2019,4,10,-2.07621734913357,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2020,1,1,-3.44320271619497,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2020,2,4,-11.851463653626,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2020,3,7,-2.32401667785297,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2020,4,10,-1.97777194335297,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2021,1,1,-1.44422191232518,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2021,2,4,15.115512969576,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2021,3,7,7.99806239553818,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2021,4,10,6.81227391051351,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2022,1,1,10.4621369759683,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2022,2,4,7.61404758137312,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2022,3,7,2.15444344601949,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2022,4,10,3.74564306389393,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2023,1,1,,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,bip,2023,2,4,,Schnellschätzung der regionalen Bruttowertschöpfung,Quick estimate of regional gross value added,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2019,1,1,1.68766400322959,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2019,2,4,1.23191439869736,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2019,3,7,0.843613211301242,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2019,4,10,0.417543721598168,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2020,1,1,-6.87342954940474,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2020,2,4,-3.6719087491613,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2020,3,7,-1.0138946273798,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2020,4,10,-3.1427997707916,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2021,1,1,6.58272334054233,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2021,2,4,4.64390672111752,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2021,3,7,2.8697654568222,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2021,4,10,4.55391274448331,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2022,1,1,4.04508960363683,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2022,2,4,2.00873521714948,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2022,3,7,1.31985666219876,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2022,4,10,1.71978526865599,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2023,1,1,0.893547797306238,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
K,usb,2023,2,4,,Unselbständig aktiv Beschäftigte,Unemployed actively employed,Veränderung gegen das Vorjahresquartal in %,Change from previous year's quarter in %,Regionale Konjunkturindikatoren,Kärnten,Carinthia
M,BPEW1,2019,1,1,30.2889,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Steiermark,Styria
M,BPEW1,2019,2,4,20.8512,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Steiermark,Styria
M,BPEW1,2019,3,7,16.8307,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Steiermark,Styria
M,BPEW1,2019,4,10,17.7568,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Steiermark,Styria
M,BPEW1,2020,1,1,16.7576,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Steiermark,Styria
M,BPEW1,2020,2,4,13.4341,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Steiermark,Styria
M,BPEW1,2020,3,7,19.0005,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Steiermark,Styria
M,BPEW1,2020,4,10,17.4807,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Steiermark,Styria
M,BPEW1,2021,1,1,22.4752,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Steiermark,Styria
M,BPEW1,2021,2,4,54.8662,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Steiermark,Styria
M,BPEW1,2021,3,7,58.7959,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Steiermark,Styria
M,BPEW1,2021,4,10,54.2157,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Steiermark,Styria
M,BPEW1,2022,1,1,62.1659,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Steiermark,Styria
M,BPEW1,2022,2,4,78.5949,Bau – Geschäftslageerwartungen in den n. 6 Monaten,Construction – business situation expectations in the next 6 months,Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten,Difference in percentage points between positive and negative assessments by responding companies,WIFO-Konjunkturtest,Steiermark,Styria
